Date,Time,A,B,C,D,E,F,G,H,I,J,K,L,M,N,0,P,R
10/04/2004,07.00.00,1,7,1081,157.0,8.0,2,906,150,895,72,1591,1024.0,11,0,71.0,0.0,9279.0
10/04/2004,08.00.00,2,1159,167,9.0,9.0,976,138,837,76,1663,1098,12.0,4,64,0.0,0.0,
10/04/2004,09.00.00,2,1112,157,8.0,8.0,931,124,869,84,1588,1011,15.0,0,53,1.0,0.0,
10/04/2004,10.00.00,1,9,1112,172.0,8.0,4,917,124,897,90,1542,931.0,16,6,44.0,4.0,8313.0
10/04/2004,11.00.00,2,1,1063,114.0,7.0,5,877,115,971,89,1481,811.0,18,0,38.0,4.0,7862.0
10/04/2004,12.00.00,1,8,1032,,7.0,8,892,101,973,87,1457,756.0,20,6,30.0,0.0,7213.0
10/04/2004,13.00.00,1,5,936,94.0,6.0,4,829,90,1054,88,1336,607.0,19,9,26.0,7.0,6137.0
10/04/2004,14.00.00,1,3,883,108.0,5.0,1,766,90,1152,81,1238,498.0,19,8,23.0,1.0,5283.0
10/04/2004,15.00.00,1,4,942,98.0,6.0,9,852,89,1055,89,1318,540.0,21,4,22.0,7.0,5722.0
10/04/2004,16.00.00,1,5,943,132.0,6.0,8,850,92,1084,91,1296,544.0,22,1,21.0,3.0,5605.0
10/04/2004,17.00.00,1,7,1007,144.0,7.0,4,875,103,1027,104,1357,620.0,21,1,24.0,5.0,6040.0
10/04/2004,18.00.00,2,1037,165,8.0,7.0,927,122,949,111,1426,740,18.0,3,31,6.0,0.0,
10/04/2004,19.00.00,2,5,1127,210.0,11.0,2,1022,159,871,129,1534,921.0,16,1,35.0,0.0,6372.0
10/04/2004,20.00.00,2,4,1123,277.0,10.0,5,996,172,861,133,1551,1033.0,14,8,41.0,5.0,6929.0
10/04/2004,21.00.00,2,1110,168,8.0,2.0,909,125,916,115,1487,984,13.0,2,50,3.0,0.0,
10/04/2004,22.00.00,2,9,1247,248.0,11.0,6,1037,187,812,125,1618,1193.0,12,3,55.0,5.0,7916.0
10/04/2004,23.00.00,2,5,1220,235.0,9.0,7,967,174,844,117,1545,1219.0,11,8,56.0,6.0,7833.0
11/04/2004,00.00.00,1,4,1028,84.0,5.0,1,770,75,1047,84,1326,913.0,11,2,56.0,2.0,7469.0
11/04/2004,01.00.00,1,2,978,75.0,4.0,0,711,48,1144,63,1304,750.0,11,0,56.0,6.0,7418.0
11/04/2004,02.00.00,1,949,62,3.0,7.0,694,61,1160,68,1310,772,9.0,3,64,3.0,0.0,
11/04/2004,03.00.00,1,910,66,4.0,0.0,709,-200,1162,-200,1329,712,8.0,8,66,0.0,0.0,
11/04/2004,04.00.00,-200,863,49,3.0,0.0,651,38,1224,52,1286,712,7.0,8,70,4.0,0.0,
11/04/2004,05.00.00,0,7,836,38.0,2.0,9,643,38,1244,49,1306,727.0,7,7,70.0,7.0,7463.0
11/04/2004,06.00.00,0,8,856,44.0,2.0,9,644,41,1259,49,1301,746.0,7,4,71.0,0.0,7346.0
11/04/2004,07.00.00,0,9,888,60.0,,0,651,51,1240,52,1298,733.0,8,2,66.0,6.0,7283.0
11/04/2004,08.00.00,1,1,912,88.0,3.0,7,694,61,1196,58,1343,727.0,8,7,64.0,3.0,7267.0
11/04/2004,09.00.00,1,938,70,3.0,9.0,706,47,1177,51,1320,642,13.0,0,47,9.0,0.0,
11/04/2004,10.00.00,1,6,1053,94.0,6.0,2,823,87,1040,77,1386,810.0,17,4,35.0,4.0,6990.0
11/04/2004,11.00.00,1,8,1087,126.0,7.0,3,870,107,1014,90,1412,851.0,20,2,29.0,2.0,6830.0
11/04/2004,12.00.00,2,6,1153,181.0,9.0,2,945,161,969,118,1425,911.0,22,7,22.0,9.0,6224.0
11/04/2004,13.00.00,1,1,894,66.0,4.0,0,710,61,1209,70,1200,611.0,22,3,22.0,4.0,5955.0
11/04/2004,14.00.00,0,6,797,54.0,2.0,3,606,26,1452,35,1076,368.0,22,2,18.0,9.0,4993.0
11/04/2004,15.00.00,0,9,854,48.0,3.0,1,658,42,1409,46,1108,369.0,22,0,19.0,0.0,4969.0
11/04/2004,16.00.00,1,892,66,3.0,2.0,665,55,1348,58,1150,394,21.0,0,23,6.0,0.0,
11/04/2004,17.00.00,1,2,935,65.0,3.0,3,672,65,1299,61,1183,415.0,19,6,27.0,4.0,6162.0
11/04/2004,18.00.00,1,4,989,68.0,4.0,0,709,75,1225,80,1233,469.0,17,9,30.0,8.0,6258.0
11/04/2004,19.00.00,2,1063,118,5.0,7.0,797,93,1079,93,1285,607,16.0,4,35,3.0,0.0,
11/04/2004,20.00.00,1,1,922,65.0,3.0,4,674,63,1220,78,1205,498.0,15,6,37.0,5.0,6575.0
11/04/2004,21.00.00,1,1,925,63.0,3.0,5,680,60,1223,76,1217,481.0,15,5,36.0,7.0,6438.0
11/04/2004,22.00.00,1,1,924,61.0,2.0,9,648,63,1272,74,1186,465.0,14,5,39.0,0.0,6428.0
11/04/2004,23.00.00,1,1,914,63.0,3.0,1,661,66,1256,81,1187,478.0,14,2,38.0,2.0,6163.0
12/04/2004,00.00.00,0,7,840,31.0,1.0,6,556,41,1474,58,1094,366.0,13,7,38.0,3.0,5957.0
12/04/2004,01.00.00,0,6,799,29.0,1.0,1,514,42,1615,59,1036,332.0,14,1,34.0,0.0,5442.0
12/04/2004,02.00.00,0,7,856,34.0,2.0,0,581,36,1448,54,1111,346.0,14,6,34.0,0.0,5605.0
12/04/2004,03.00.00,0,6,830,34.0,1.0,7,560,-200,1452,-200,1066,350.0,14,4,32.0,8.0,5364.0
12/04/2004,04.00.00,0,3,753,9.0,0.0,7,462,16,1822,25,955,274.0,13,9,30.0,9.0,4868.0
12/04/2004,05.00.00,0,3,785,14.0,0.0,5,448,16,1923,26,1003,263.0,13,5,37.0,9.0,5852.0
12/04/2004,06.00.00,0,4,835,23.0,0.0,7,472,33,1756,49,1117,314.0,13,9,43.0,6.0,6871.0
12/04/2004,07.00.00,0,5,865,36.0,0.0,9,494,39,1613,53,1185,367.0,13,5,50.0,1.0,7706.0
12/04/2004,08.00.00,0,6,922,39.0,1.0,5,541,45,1453,57,1246,432.0,13,3,53.0,6.0,8169.0
12/04/2004,09.00.00,0,8,975,38.0,2.0,2,598,63,1268,73,1293,536.0,13,4,56.0,0.0,8576.0
12/04/2004,10.00.00,1,1040,55,2.0,9.0,646,71,1210,78,1325,555,13.0,0,59,6.0,0.0,
12/04/2004,11.00.00,1,3,1115,75.0,3.0,9,707,104,1105,93,1384,677.0,12,7,62.0,7.0,9173.0
12/04/2004,12.00.00,1,1,1004,64.0,2.0,8,641,85,1201,71,1305,557.0,12,1,60.0,5.0,8505.0
12/04/2004,13.00.00,0,6,895,39.0,1.0,4,536,53,1415,56,1229,421.0,11,2,64.0,4.0,8537.0
12/04/2004,14.00.00,0,7,917,42.0,1.0,7,563,58,1415,60,1257,423.0,10,7,67.0,6.0,8703.0
12/04/2004,15.00.00,1,2,1025,78.0,3.0,6,689,89,1189,77,1325,519.0,11,4,61.0,2.0,8236.0
12/04/2004,16.00.00,1,4,1035,69.0,3.0,1,660,96,1222,82,1301,533.0,9,9,70.0,5.0,8581.0
12/04/2004,17.00.00,1,2,1025,67.0,3.0,5,682,88,1197,77,1313,537.0,10,3,65.0,2.0,8151.0
12/04/2004,18.00.00,1,3,1040,83.0,3.0,9,705,100,1149,91,1324,612.0,11,0,58.0,9.0,7714.0
12/04/2004,19.00.00,1,8,1070,79.0,5.0,2,776,127,1065,93,1369,697.0,10,6,59.0,5.0,7595.0
12/04/2004,20.00.00,1,2,964,68.0,3.0,7,692,88,1176,82,1292,573.0,10,6,57.0,7.0,7362.0
12/04/2004,21.00.00,0,8,904,56.0,2.0,7,635,66,1269,74,1233,489.0,10,6,56.0,1.0,7149.0
12/04/2004,22.00.00,0,8,913,49.0,2.0,6,626,61,1271,68,1234,474.0,10,3,58.0,0.0,7239.0
12/04/2004,23.00.00,0,8,914,56.0,2.0,4,610,54,1322,65,1230,455.0,10,4,58.0,4.0,7352.0
13/04/2004,00.00.00,0,7,893,48.0,2.0,0,587,46,1368,58,1219,433.0,10,7,58.0,2.0,7459.0
13/04/2004,01.00.00,0,5,844,27.0,1.0,3,532,25,1499,36,1176,376.0,10,5,59.0,9.0,7624.0
13/04/2004,02.00.00,0,3,837,29.0,1.0,2,518,18,1581,29,1182,360.0,10,5,60.0,8.0,7704.0
13/04/2004,03.00.00,0,4,868,32.0,1.0,3,530,-200,1482,-200,1215,384.0,10,6,63.0,1.0,8068.0
13/04/2004,04.00.00,0,3,825,47.0,0.0,9,489,21,1565,28,1171,363.0,11,1,60.0,1.0,7925.0
13/04/2004,05.00.00,0,7,956,66.0,3.0,1,656,76,1251,68,1356,525.0,10,1,68.0,4.0,8443.0
13/04/2004,06.00.00,1,6,1124,163.0,6.0,9,853,149,960,99,1531,873.0,10,0,68.0,7.0,8456.0
13/04/2004,07.00.00,3,9,1496,524.0,19.0,1,1272,328,667,130,2011,1399.0,11,0,64.0,2.0,8398.0
13/04/2004,08.00.00,4,5,1452,657.0,22.0,1,1354,282,620,128,2057,1501.0,12,0,58.0,1.0,8138.0
13/04/2004,09.00.00,2,7,1172,324.0,11.0,8,1042,206,797,120,1641,1186.0,12,8,52.0,0.0,7643.0
13/04/2004,10.00.00,1,6,1020,144.0,7.0,3,871,133,956,93,1426,911.0,12,6,50.0,8.0,7387.0
13/04/2004,11.00.00,1,6,1044,135.0,8.0,0,900,137,934,96,1471,919.0,13,8,47.0,4.0,7435.0
13/04/2004,12.00.00,1,6,1020,140.0,7.0,2,866,116,972,84,1429,791.0,15,1,42.0,7.0,7294.0
13/04/2004,13.00.00,1,5,1009,141.0,7.0,7,885,112,994,87,1439,751.0,16,3,38.0,1.0,7006.0
13/04/2004,14.00.00,1,8,1073,181.0,9.0,7,966,128,935,87,1537,805.0,16,6,36.0,7.0,6867.0
13/04/2004,15.00.00,2,1,1098,227.0,9.0,8,971,145,877,103,1527,966.0,15,8,40.0,5.0,7241.0
13/04/2004,16.00.00,1,7,1061,149.0,7.0,7,887,110,920,88,1462,,16,3,41.0,8.0,7712.0
13/04/2004,17.00.00,3,1289,425,15.0,3.0,1158,184,755,118,1791,1196,16.0,1,42,8.0,0.0,
13/04/2004,18.00.00,4,6,1442,669.0,21.0,5,1337,243,630,134,2004,1523.0,15,3,46.0,8.0,8074.0
13/04/2004,19.00.00,5,1479,680,21.0,7.0,1343,259,631,144,1995,1579,14.0,7,47,0.0,0.0,
13/04/2004,20.00.00,3,5,1266,446.0,14.0,6,1138,205,726,129,1747,1370.0,14,1,49.0,6.0,7931.0
13/04/2004,21.00.00,2,1,1149,205.0,9.0,3,952,144,845,108,1577,1204.0,13,5,54.0,1.0,8351.0
13/04/2004,22.00.00,2,1,1168,194.0,9.0,4,954,152,843,104,1586,1201.0,12,3,59.0,2.0,8461.0
13/04/2004,23.00.00,1,5,1079,,6.0,8,847,108,925,90,1463,1122.0,11,6,62.0,2.0,8510.0
14/04/2004,00.00.00,1,1,1047,74.0,4.0,9,760,64,1032,74,1379,1003.0,11,5,61.0,4.0,8303.0
14/04/2004,01.00.00,0,9,936,85.0,3.0,9,705,73,1086,73,1364,918.0,10,9,64.0,6.0,8395.0
14/04/2004,02.00.00,0,7,900,66.0,2.0,7,635,47,1207,60,1307,836.0,11,1,63.0,2.0,8331.0
14/04/2004,03.00.00,0,4,839,60.0,1.0,9,576,-200,1325,-200,1285,759.0,10,7,64.0,4.0,8284.0
14/04/2004,04.00.00,-200,840,40,1.0,7.0,563,45,1349,57,1275,755,10.0,7,63,8.0,0.0,
14/04/2004,05.00.00,0,9,905,47.0,3.0,3,670,79,1191,62,1346,820.0,10,2,65.0,8.0,8196.0
14/04/2004,06.00.00,1,6,1079,116.0,7.0,4,875,113,947,71,1535,998.0,10,3,65.0,6.0,8225.0
14/04/2004,07.00.00,3,9,1417,478.0,18.0,2,1246,263,669,94,1921,1403.0,10,8,64.0,0.0,8307.0
14/04/2004,08.00.00,5,1529,836,27.0,7.0,1497,275,569,99,2278,1641,13.0,3,55,6.0,0.0,
14/04/2004,09.00.00,4,3,1397,655.0,18.0,3,1248,263,659,119,1906,1534.0,15,8,46.0,8.0,8328.0
14/04/2004,10.00.00,2,7,1214,312.0,12.0,3,1061,183,780,103,1662,1257.0,19,5,34.0,4.0,7738.0
14/04/2004,11.00.00,2,1,1109,195.0,8.0,9,935,147,882,95,1518,1026.0,21,1,30.0,2.0,7450.0
14/04/2004,12.00.00,2,1,1122,238.0,10.0,4,993,132,859,95,1571,993.0,18,4,34.0,2.0,7185.0
14/04/2004,13.00.00,-200,1094,-200,9.0,7.0,966,-200,877,-200,1519,919,21.0,0,30,6.0,0.0,
14/04/2004,14.00.00,-200,1164,-200,12.0,8.0,1076,-200,788,-200,1653,1032,21.0,4,28,7.0,0.0,
14/04/2004,15.00.00,-200,1188,-200,12.0,9.0,1082,-200,790,-200,1653,1077,21.0,3,27,3.0,0.0,
14/04/2004,16.00.00,-200,1098,-200,8.0,9.0,934,-200,895,-200,1497,883,20.0,4,30,4.0,0.0,
14/04/2004,17.00.00,-200,1180,-200,11.0,0.0,1014,-200,826,-200,1595,1036,18.0,7,34,8.0,0.0,
14/04/2004,18.00.00,-200,1195,-200,12.0,6.0,1072,-200,799,-200,1609,1144,18.0,6,34,7.0,0.0,
14/04/2004,19.00.00,-200,1234,-200,13.0,3.0,1095,-200,789,-200,1638,1212,17.0,9,35,8.0,0.0,
14/04/2004,20.00.00,-200,1425,-200,18.0,1.0,1242,-200,675,-200,1858,1486,16.0,5,42,1.0,0.0,
14/04/2004,21.00.00,-200,1320,-200,13.0,0.0,1085,-200,730,-200,1689,1440,14.0,8,49,7.0,0.0,
14/04/2004,22.00.00,-200,1158,-200,7.0,8.0,892,-200,870,-200,1494,1242,13.0,4,54,3.0,0.0,
14/04/2004,23.00.00,-200,1060,-200,5.0,8.0,805,-200,964,-200,1418,1089,13.0,4,54,2.0,0.0,
15/04/2004,00.00.00,-200,1036,-200,4.0,7.0,746,-200,1034,-200,1364,993,12.0,3,57,6.0,0.0,
15/04/2004,01.00.00,-200,943,-200,3.0,1.0,660,-200,1163,-200,1297,862,11.0,6,58,8.0,0.0,
15/04/2004,02.00.00,-200,899,-200,2.0,1.0,591,-200,1243,-200,1259,815,10.0,7,62,3.0,0.0,
15/04/2004,03.00.00,-200,889,-200,1.0,7.0,559,-200,1331,-200,1241,714,10.0,2,63,2.0,0.0,
15/04/2004,04.00.00,-200,847,-200,1.0,3.0,527,-200,1416,-200,1216,682,10.0,5,61,3.0,0.0,
15/04/2004,05.00.00,-200,918,-200,2.0,6.0,625,-200,1255,-200,1298,744,9.0,3,65,8.0,0.0,
15/04/2004,06.00.00,-200,1105,-200,7.0,9.0,897,-200,906,-200,1510,1050,9.0,1,67,4.0,0.0,
15/04/2004,07.00.00,-200,1491,-200,21.0,4.0,1335,-200,625,-200,2001,1522,10.0,2,62,9.0,0.0,
15/04/2004,08.00.00,-200,1508,-200,22.0,1.0,1355,-200,609,-200,2034,1623,11.0,6,58,7.0,0.0,
15/04/2004,09.00.00,3,9,1489,536.0,19.0,1,1270,309,633,114,1889,1638.0,13,5,53.0,4.0,8196.0
15/04/2004,10.00.00,3,8,1451,481.0,17.0,3,1219,327,661,127,1804,1633.0,15,0,49.0,3.0,8364.0
15/04/2004,11.00.00,3,8,1454,460.0,17.0,5,1225,299,661,135,1809,1654.0,17,1,42.0,1.0,8120.0
15/04/2004,12.00.00,3,9,1392,597.0,17.0,0,1210,257,689,135,1792,1559.0,18,4,36.0,9.0,7758.0
15/04/2004,13.00.00,3,5,1351,465.0,17.0,0,1210,195,709,120,1783,1374.0,19,3,35.0,4.0,7824.0
15/04/2004,14.00.00,4,1418,542,19.0,5.0,1282,231,681,129,1890,1418,19.0,2,35,7.0,0.0,
15/04/2004,15.00.00,3,1303,437,14.0,8.0,1143,170,748,114,1734,1228,21.0,5,30,4.0,0.0,
15/04/2004,16.00.00,3,1,1292,383.0,14.0,0,1116,192,746,129,1676,1293.0,19,6,34.0,6.0,7807.0
15/04/2004,17.00.00,5,2,1560,778.0,24.0,4,1413,251,594,149,2046,1642.0,19,6,35.0,5.0,8017.0
15/04/2004,18.00.00,5,9,1765,926.0,28.0,1,1507,289,533,149,2271,1895.0,18,3,44.0,1.0,9183.0
15/04/2004,19.00.00,7,3,1875,1189.0,33.0,7,1637,351,482,158,2446,2086.0,17,4,47.0,8.0,9392.0
15/04/2004,20.00.00,6,1,1746,824.0,24.0,2,1409,319,553,148,2119,1898.0,16,8,49.0,8.0,9446.0
15/04/2004,21.00.00,4,6,1607,660.0,19.0,8,1290,264,587,134,1960,1758.0,16,2,53.0,2.0,9723.0
15/04/2004,22.00.00,2,5,1277,203.0,9.0,3,952,144,802,111,1607,1284.0,14,9,59.0,1.0,9928.0
15/04/2004,23.00.00,2,2,1207,136.0,7.0,3,868,119,877,106,1532,1075.0,13,9,64.0,0.0,130.0
16/04/2004,00.00.00,2,1209,114,7.0,1.0,863,120,882,108,1547,1084,13.0,7,66,8.0,1.0,
16/04/2004,01.00.00,1,9,1189,110.0,6.0,7,844,96,887,93,1566,1049.0,13,4,69.0,6.0,688.0
16/04/2004,02.00.00,1,6,1132,127.0,6.0,0,810,77,899,83,1532,1021.0,12,8,71.0,9.0,632.0
16/04/2004,03.00.00,1,974,68,2.0,7.0,635,-200,1159,-200,1387,778,12.0,9,68,5.0,1.0,
16/04/2004,04.00.00,1,1033,70,3.0,6.0,686,63,1030,69,1420,948,11.0,9,74,8.0,1.0,
16/04/2004,05.00.00,1,2,1075,93.0,5.0,4,782,97,941,77,1505,988.0,11,6,76.0,4.0,415.0
16/04/2004,06.00.00,2,1242,179,10.0,0.0,978,180,778,87,1686,1184,11.0,7,75,3.0,1.0,
16/04/2004,07.00.00,4,5,1657,523.0,23.0,2,1384,352,579,109,2176,1600.0,12,8,71.0,0.0,428.0
16/04/2004,08.00.00,4,1,1406,546.0,18.0,7,1258,279,636,116,1890,1495.0,13,8,61.0,1.0,9595.0
16/04/2004,09.00.00,2,6,1150,251.0,9.0,9,973,186,827,105,1590,1188.0,15,3,51.0,4.0,8886.0
16/04/2004,10.00.00,2,3,1184,222.0,10.0,2,983,169,823,106,1604,1166.0,16,6,48.0,7.0,9146.0
16/04/2004,11.00.00,2,6,1223,212.0,11.0,0,1014,172,781,108,1666,1219.0,17,6,46.0,7.0,9324.0
16/04/2004,12.00.00,2,4,1196,263.0,10.0,5,997,127,802,100,1644,1128.0,19,2,42.0,7.0,9425.0
16/04/2004,13.00.00,4,3,1559,535.0,18.0,9,1267,230,653,149,2047,1373.0,15,7,62.0,5.0,1092.0
16/04/2004,14.00.00,4,6,1544,609.0,18.0,9,1266,280,613,148,2066,1415.0,14,5,75.0,7.0,2425.0
16/04/2004,15.00.00,4,1485,449,17.0,5.0,1223,242,650,126,1980,1302,14.0,4,77,4.0,1.0,
16/04/2004,16.00.00,4,7,1498,536.0,17.0,7,1230,250,649,140,1963,1308.0,14,6,74.0,9.0,2391.0
16/04/2004,17.00.00,5,7,1593,743.0,23.0,0,1378,309,582,142,2159,1449.0,14,6,76.0,0.0,2573.0
16/04/2004,18.00.00,5,2,1529,575.0,20.0,4,1309,270,627,141,2083,,14,0,76.0,3.0,2166.0
16/04/2004,19.00.00,6,4,1689,783.0,26.0,8,1474,323,560,149,2298,1492.0,13,9,78.0,0.0,2303.0
16/04/2004,20.00.00,6,1535,706,19.0,9.0,1295,307,627,140,2039,1380,13.0,8,78,0.0,1.0,
16/04/2004,21.00.00,3,4,1304,299.0,12.0,5,1067,224,737,117,1811,1167.0,13,5,79.0,4.0,2224.0
16/04/2004,22.00.00,2,7,1235,159.0,9.0,6,963,166,803,103,1680,1095.0,13,1,80.0,1.0,2016.0
16/04/2004,23.00.00,3,1,1281,171.0,10.0,0,977,171,794,99,1695,1105.0,12,8,81.0,0.0,1915.0
17/04/2004,00.00.00,2,6,1167,162.0,8.0,1,904,169,846,100,1627,,12,7,80.0,6.0,1819.0
17/04/2004,01.00.00,2,2,1134,111.0,7.0,1,863,120,869,88,1599,1009.0,12,5,81.0,8.0,1838.0
17/04/2004,02.00.00,1,9,1100,134.0,6.0,4,829,103,887,83,1565,972.0,12,7,81.0,2.0,1849.0
17/04/2004,03.00.00,-200,1057,-200,5.0,1.0,768,-200,958,-200,1527,884,12.0,4,82,4.0,1.0,
17/04/2004,04.00.00,-200,902,-200,3.0,0.0,652,-200,1158,-200,1437,661,12.0,6,79,9.0,1.0,
17/04/2004,05.00.00,-200,982,-200,4.0,2.0,724,-200,1055,-200,1508,774,12.0,8,80,0.0,1.0,
17/04/2004,06.00.00,-200,997,-200,5.0,1.0,769,-200,1002,-200,1524,868,12.0,6,79,9.0,1.0,
17/04/2004,07.00.00,-200,1141,-200,8.0,1.0,902,-200,905,-200,1672,965,12.0,5,79,6.0,1.0,
17/04/2004,08.00.00,-200,1163,-200,8.0,8.0,930,-200,849,-200,1691,985,12.0,8,80,8.0,1.0,
17/04/2004,09.00.00,-200,1107,-200,7.0,2.0,864,-200,911,-200,1604,963,13.0,5,78,1.0,1.0,
17/04/2004,10.00.00,-200,1228,-200,9.0,2.0,949,-200,838,-200,1706,1069,14.0,6,74,9.0,1.0,
17/04/2004,11.00.00,-200,1033,-200,6.0,0.0,810,-200,969,-200,1526,864,16.0,8,61,0.0,1.0,
17/04/2004,12.00.00,-200,984,-200,5.0,0.0,763,-200,1054,-200,1472,641,18.0,8,50,1.0,1.0,
17/04/2004,13.00.00,-200,1066,-200,7.0,5.0,879,-200,939,-200,1536,740,19.0,3,47,1.0,1.0,
17/04/2004,14.00.00,-200,926,-200,3.0,9.0,707,-200,1130,-200,1429,532,19.0,3,46,6.0,1.0,
17/04/2004,15.00.00,-200,979,-200,5.0,0.0,764,-200,1054,-200,1462,572,19.0,7,44,4.0,1.0,
17/04/2004,16.00.00,-200,993,-200,5.0,4.0,783,-200,1033,-200,1482,630,19.0,3,45,7.0,1.0,
17/04/2004,17.00.00,-200,970,-200,5.0,0.0,763,-200,1043,-200,1462,608,17.0,9,49,9.0,1.0,
17/04/2004,18.00.00,-200,997,-200,5.0,5.0,788,-200,1014,-200,1482,644,16.0,9,53,2.0,1.0,
17/04/2004,19.00.00,-200,1097,-200,7.0,8.0,892,-200,909,-200,1594,833,16.0,1,56,0.0,1.0,
17/04/2004,20.00.00,-200,1105,-200,8.0,2.0,908,-200,900,-200,1566,923,16.0,5,52,8.0,0.0,
17/04/2004,21.00.00,-200,993,-200,5.0,3.0,777,-200,1022,-200,1482,790,16.0,9,51,1.0,0.0,
17/04/2004,22.00.00,-200,1136,-200,7.0,9.0,896,-200,919,-200,1623,961,17.0,0,50,8.0,0.0,
17/04/2004,23.00.00,-200,1297,-200,10.0,7.0,1003,-200,798,-200,1700,1177,16.0,9,54,8.0,1.0,
18/04/2004,00.00.00,-200,1110,-200,6.0,9.0,855,-200,897,-200,1568,943,16.0,3,57,2.0,1.0,
18/04/2004,01.00.00,-200,1027,-200,6.0,3.0,827,-200,942,-200,1529,742,16.0,0,56,2.0,1.0,
18/04/2004,02.00.00,-200,1024,-200,5.0,6.0,795,-200,982,-200,1501,705,15.0,6,60,2.0,1.0,
18/04/2004,03.00.00,-200,992,-200,5.0,4.0,783,-200,988,-200,1527,663,14.0,6,68,2.0,1.0,
18/04/2004,04.00.00,-200,929,-200,3.0,2.0,664,-200,1144,-200,1449,536,14.0,3,69,6.0,1.0,
18/04/2004,05.00.00,-200,892,-200,1.0,9.0,579,-200,1309,-200,1396,441,13.0,8,71,9.0,1.0,
18/04/2004,06.00.00,-200,895,-200,2.0,3.0,609,-200,1268,-200,1410,477,13.0,8,72,7.0,1.0,
18/04/2004,07.00.00,-200,915,-200,2.0,4.0,612,-200,1266,-200,1411,506,14.0,2,72,3.0,1.0,
18/04/2004,08.00.00,-200,947,-200,2.0,9.0,649,-200,1154,-200,1459,608,14.0,5,72,9.0,1.0,
18/04/2004,09.00.00,-200,1032,-200,4.0,2.0,721,-200,1052,-200,1546,663,14.0,2,75,6.0,1.0,
18/04/2004,10.00.00,-200,1219,-200,6.0,8.0,849,-200,901,-200,1664,912,14.0,5,77,2.0,1.0,
18/04/2004,11.00.00,-200,1217,-200,7.0,3.0,869,-200,873,-200,1660,963,14.0,9,74,5.0,1.0,
18/04/2004,12.00.00,-200,1097,-200,5.0,3.0,779,-200,980,-200,1565,803,15.0,5,67,4.0,1.0,
18/04/2004,13.00.00,-200,938,-200,3.0,4.0,674,-200,1136,-200,1433,564,16.0,7,56,0.0,1.0,
18/04/2004,14.00.00,-200,944,-200,3.0,4.0,677,-200,1140,-200,1436,501,17.0,1,55,5.0,1.0,
18/04/2004,15.00.00,-200,1139,-200,6.0,8.0,847,-200,929,-200,1604,701,16.0,2,62,4.0,1.0,
18/04/2004,16.00.00,-200,1163,-200,7.0,0.0,859,-200,921,-200,1603,783,17.0,4,58,9.0,1.0,
18/04/2004,17.00.00,-200,1157,-200,7.0,7.0,885,-200,916,-200,1590,784,17.0,5,54,6.0,1.0,
18/04/2004,18.00.00,-200,1154,-200,8.0,5.0,919,-200,876,-200,1623,861,17.0,5,54,2.0,1.0,
18/04/2004,19.00.00,-200,1342,-200,13.0,5.0,1102,-200,744,-200,1824,1156,17.0,0,55,1.0,1.0,
18/04/2004,20.00.00,-200,1178,-200,9.0,2.0,949,-200,847,-200,1653,1047,16.0,4,57,8.0,1.0,
18/04/2004,21.00.00,-200,1152,-200,8.0,7.0,926,-200,854,-200,1669,1034,15.0,8,60,4.0,1.0,
18/04/2004,22.00.00,-200,1078,-200,6.0,6.0,841,-200,920,-200,1595,962,15.0,5,63,3.0,1.0,
18/04/2004,23.00.00,-200,1167,-200,9.0,1.0,945,-200,826,-200,1702,1100,15.0,0,65,2.0,1.0,
19/04/2004,00.00.00,-200,1111,-200,7.0,8.0,890,-200,871,-200,1658,1047,14.0,5,67,3.0,1.0,
19/04/2004,01.00.00,-200,988,-200,4.0,2.0,722,-200,1029,-200,1500,874,14.0,1,70,1.0,1.0,
19/04/2004,02.00.00,-200,917,-200,3.0,4.0,677,-200,1103,-200,1494,747,13.0,8,73,3.0,1.0,
19/04/2004,03.00.00,-200,850,-200,1.0,7.0,562,-200,1275,-200,1407,589,13.0,1,78,3.0,1.0,
19/04/2004,04.00.00,-200,885,-200,2.0,1.0,589,-200,1238,-200,1443,635,13.0,0,78,2.0,1.0,
19/04/2004,05.00.00,-200,888,-200,2.0,2.0,597,-200,1242,-200,1428,671,14.0,3,70,1.0,1.0,
19/04/2004,06.00.00,-200,1101,-200,6.0,9.0,852,-200,913,-200,1655,992,14.0,0,70,9.0,1.0,
19/04/2004,07.00.00,-200,1399,-200,16.0,5.0,1195,-200,680,-200,1976,1308,15.0,4,64,2.0,1.0,
19/04/2004,08.00.00,-200,1325,-200,18.0,7.0,1260,-200,652,-200,1969,1303,16.0,5,57,9.0,1.0,
19/04/2004,09.00.00,-200,1058,-200,8.0,5.0,921,-200,876,-200,1594,893,18.0,8,48,0.0,1.0,
19/04/2004,10.00.00,-200,990,-200,6.0,8.0,846,-200,947,-200,1503,715,19.0,5,43,3.0,0.0,
19/04/2004,11.00.00,-200,1018,-200,7.0,5.0,879,-200,950,-200,1574,685,18.0,5,45,5.0,0.0,
19/04/2004,12.00.00,-200,1105,-200,10.0,9.0,1010,-200,811,-200,1709,947,18.0,0,46,7.0,0.0,
19/04/2004,13.00.00,-200,1194,-200,13.0,4.0,1097,-200,743,-200,1847,1049,16.0,5,58,2.0,1.0,
19/04/2004,14.00.00,-200,1088,-200,7.0,9.0,893,-200,892,-200,1565,741,12.0,1,75,6.0,1.0,
